2017-07-15 17:39:30 , 6.3 , 2011 , Wie ausgewechselt [dt./OV]
2017-07-15 17:39:32 , 6.8 , 2002 , The Transporter
2017-07-15 17:39:38 , 5.5 , 2014 , Body Fat Index of Love - Wer glaubt schon an die Liebe?
2017-07-15 17:39:40 , 5.0 , 2004 , Ein Date mit Hindernissen [dt./OV]
2017-07-15 17:39:43 , 5.2 , 2016 , I Spit on your grave 3: Mein ist die Rache... ! [dt./OV]
2017-07-15 17:39:48 , 6.9 , 2009 , The Book of Eli
2017-07-15 17:39:51 , 5.6 , 2015 , Maggie [dt./OV]
2017-07-15 17:39:54 , 7.1 , 1987 , Asterix bei den Briten [dt./OV]
2017-07-15 17:39:58 , 6.3 , 2009 , Chloe [dt./OV]
2017-07-15 17:40:00 , 7.2 , 2011 , Betty Anne Waters [dt./OV]
2017-07-15 17:40:03 , 8.9 , 1993 , Schindlers Liste
2017-07-15 17:40:05 , 7.1 , 2008 , Willkommen bei den Sch'tis [dt./OV]
2017-07-15 17:40:10 , 5.5 , 2016 , Familie zu vermieten [dt./OV]
2017-07-15 17:40:13 , 5.5 , 2012 , Stolen
2017-07-15 17:40:17 , 7.1 , 2016 , Kilo Two Bravo [dt./OV]
2017-07-15 17:40:19 , 6.6 , 2006 , Flutsch und weg [dt./OV]
2017-07-15 17:40:21 , 6.7 , 2011 , The Deep
2017-07-15 17:40:24 , 6.8 , 1995 , Ein Schweinchen namens Babe
2017-07-15 17:40:27 , 6.7 , 2010 , Blood and Bone
2017-07-15 17:40:32 , 7.2 , 2013 , Sein letztes Rennen
2017-07-15 17:40:35 , 5.4 , 2014 , Northmen - A Viking Saga [dt./OV]
2017-07-15 17:40:37 , 6.7 , 2011 , Like Crazy [dt./OV]
2017-07-15 17:40:39 , 5.7 , 2011 , Rubbeldiekatz
2017-07-15 17:40:42 , 6.0 , 1995 , Casper [dt./OV]
2017-07-15 17:40:45 , 6.7 , 1979 , Das Krokodil Und Sein Nilpferd
2017-07-15 17:40:47 , 6.8 , 2010 , Green Zone [dt./OV]
2017-07-15 17:40:49 , 7.5 , 2014 , Nächster Halt: Fruitvale Station [dt./OV]
2017-07-15 17:40:52 , 6.6 , 2006 , Eine zauberhafte Nanny [dt./OV]
2017-07-15 17:40:57 , 6.2 , 2007 , Dead Silence - Ein Wort. Und Du Bist Tot.
2017-07-15 17:40:59 , 6.3 , 2010 , I Spit on your grave [dt./OV]
2017-07-15 17:41:02 , 7.2 , 2016 , 10 Cloverfield Lane [dt./OV]
2017-07-15 17:41:04 , 6.7 , 2014 , Project: Babysitting [dt./OV]
2017-07-15 17:41:07 , 7.0 , 2006 , Black Snake Moan
2017-07-15 17:41:09 , 5.1 , 1975 , MORD IM ORIENT EXPRESS [dt./OV]
2017-07-15 17:41:12 , 8.2 , 1995 , Trainspotting [dt./OV]
2017-07-15 17:41:14 , 3.6 , 1982 , Der weiße Hai 3
2017-07-15 17:41:20 , 6.8 , 2014 , Traumland
2017-07-15 17:41:22 , 8.1 , 2001 , Donnie Darko [dt./OV]
2017-07-15 17:41:26 , 7.6 , 1974 , Der Pate II [dt./OV]
2017-07-15 17:41:29 , 7.9 , 2009 , Moon [dt./OV]
2017-07-15 17:41:31 , 6.5 , 2016 , Hyena Road [dt./OV]
2017-07-15 17:41:34 , 5.2 , 2006 , Der verlorene Schatz der Tempelritter II [dt./OV]
2017-07-15 17:41:38 , 6.7 , 2004 , Riddick - Chroniken eines Kriegers
2017-07-15 17:41:40 , 7.7 , 2004 , Saw [dt./OV]
2017-07-15 17:41:43 , 6.3 , 2014 , Transcendence [dt./OV]
2017-07-15 17:41:46 , 6.4 , 1989 , Asterix - Operation Hinkelstein [dt./OV]
2017-07-15 17:41:49 , 6.9 , 1986 , Top Gun [dt./OV]
2017-07-15 17:41:51 , 8.4 , 1999 , American Beauty [dt./OV]
2017-07-15 17:41:54 , 7.1 , 2016 , A War [dt./OV]
2017-07-15 17:41:56 , 7.6 , 1984 , Indiana Jones und der Tempel des Todes
2017-07-15 17:42:00 , 5.9 , 2004 , Bridget Jones - Am Rande des Wahnsinns
2017-07-15 17:42:03 , 5.3 , 2013 , The Colony [dt./OV]
2017-07-15 17:42:06 , 8.1 , 2009 , Hachiko - Eine wunderbare Freundschaft [dt./OV]
2017-07-15 17:42:09 , 5.7 , 2013 , Kiss The Coach [dt./OV]
2017-07-15 17:42:14 , 5.4 , 2015 , Die abhandene Welt
2017-07-15 17:42:18 , 6.5 , 2010 , From Paris with Love
2017-07-15 17:42:20 , 5.8 , 2009 , Affären à la Carte
2017-07-15 17:42:23 , 8.2 , 2007 , Pan's Labyrinth [dt./OV]
2017-07-15 17:42:25 , 8.3 , 2001 , Snatch - Schweine und Diamanten [dt./OV]
